Age,DailyRate,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Attrition,Department,JobRole,MaritalStatus,EngagementScore,LoyaltyScore,IncomePerLevel,Cluster,PCA1,PCA2
42,469,2,2,1109,4,1,35,3,4,1,17665,14399,0,0,17,3,4,1,23,3,3,22,6,13,7,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0,Research & Development,Manager,Married,3.0,0.5238095237970521,4416.249998895937,3,-0.5888413494159793,3.471531972104538
28,1009,1,3,1111,1,1,45,2,1,2,2596,7160,1,0,15,3,1,2,1,2,3,1,0,0,0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1,Research & Development,Laboratory Technician,Divorced,1.3333333333333333,0.035714285713010205,2595.9999974039997,0,-2.0793956553441655,-1.174081422523194
50,959,1,4,1113,4,1,81,3,2,3,4728,17251,3,1,14,3,4,0,5,4,3,0,0,0,0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,1,Sales,Sales Executive,Single,3.6666666666666665,0.0,2363.9999988179998,1,1.19491727485855,-1.122782516063464
33,970,7,3,1114,4,0,30,3,2,2,4302,13401,0,0,17,3,3,1,4,3,3,3,2,0,2,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0,Sales,Sales Executive,Married,3.0,0.0909090909063361,2150.9999989245,0,-0.1778892110865619,-0.7660972365435217
34,697,3,4,1115,3,1,40,2,1,4,2979,22478,3,0,17,3,4,3,6,2,3,0,0,0,0,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0,Research & Development,Research Scientist,Married,3.6666666666666665,0.0,2978.9999970209997,1,1.8202289404280567,-1.428825303312399
48,1262,1,4,1116,1,1,35,4,4,4,16885,16154,2,0,22,4,3,0,27,3,2,5,4,2,1,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0,Research & Development,Manager,Single,2.6666666666666665,0.10416666666449653,4221.249998944688,2,0.7265532372637034,1.2334835011234477
45,1050,9,4,1117,2,0,65,2,2,3,5593,17970,1,0,13,3,4,1,15,2,3,15,10,4,12,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0,Sales,Sales Executive,Married,3.0,0.33333333332592596,2796.4999986017497,1,0.5493006528501931,0.7665008711401387
52,994,7,4,1118,2,1,87,3,3,2,10445,15322,7,0,19,3,4,0,18,4,3,8,6,4,0,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0,Research & Development,Healthcare Representative,Single,2.6666666666666665,0.15384615384319528,3481.666665506111,0,-0.47243354922853703,0.7473537864294529
38,770,10,4,1119,3,1,73,2,3,3,8740,5569,0,1,14,3,2,2,9,2,3,8,7,2,7,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0,Sales,Sales Executive,Divorced,2.6666666666666665,0.21052631578393355,2913.3333323622223,1,0.15322136279410847,0.44791297254507884
29,1107,28,4,1120,3,0,93,3,1,4,2514,26968,4,0,22,4,1,1,11,1,3,7,5,1,7,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0,Research & Development,Research Scientist,Divorced,2.6666666666666665,0.24137931033650417,2513.9999974859998,2,0.6274714298480778,-0.6923936010881491
28,950,3,3,1121,4,0,93,3,3,2,7655,8039,0,0,17,3,2,3,10,3,2,9,7,1,7,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0,Research & Development,Manufacturing Director,Divorced,2.6666666666666665,0.32142857141709186,2551.666665816111,0,-0.48768491237336353,0.4439373699583718
46,406,3,1,1124,1,1,52,3,4,3,17465,15596,3,0,12,3,4,1,23,3,3,12,9,4,9,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0,Sales,Manager,Married,2.6666666666666665,0.2608695652117202,4366.249998908437,3,0.24733990386626006,2.2178891328947095
38,130,2,2,1125,4,1,32,3,3,2,7351,20619,7,0,16,3,3,0,10,2,3,1,0,0,0,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0,Sales,Sales Executive,Single,3.0,0.026315789472991694,2450.3333325165554,0,-0.16713095690814042,-0.5390279169128073
43,1082,27,3,1126,3,0,83,3,3,1,10820,11535,8,0,11,3,3,1,18,1,3,8,7,0,1,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0,Research & Development,Manufacturing Director,Married,2.3333333333333335,0.18604651162358032,3606.666665464444,0,-1.4834980010688323,0.8629169013470089
39,203,2,3,1127,1,1,84,3,4,4,12169,13547,7,0,11,3,4,3,21,4,3,18,7,11,5,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1,Research & Development,Healthcare Representative,Divorced,3.0,0.46153846152662725,3042.2499992394373,3,1.2590968547841181,2.055207591781248
40,1308,14,3,1128,3,1,44,2,5,3,19626,17544,1,0,14,3,1,0,21,2,4,20,7,4,9,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0,Research & Development,Research Director,Single,2.3333333333333335,0.49999999998750005,3925.19999921496,3,-0.05872749106535646,3.4794877047201984
21,984,1,1,1131,4,0,70,2,1,2,2070,25326,1,1,11,3,3,0,2,6,4,2,2,2,2,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,0,Research & Development,Research Scientist,Single,3.0,0.0952380952335601,2069.9999979299996,0,-0.20181474993407236,-1.2162060527275536
39,439,9,3,1132,3,1,70,3,2,2,6782,8770,9,0,15,3,3,0,9,2,2,5,4,0,3,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0,Research & Development,Laboratory Technician,Single,2.6666666666666665,0.1282051282018409,3390.9999983045,0,-0.5205495636717538,-0.14788663451552245
36,217,18,4,1133,1,1,78,3,2,4,7779,23238,2,0,20,4,1,0,18,0,3,11,9,0,9,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,Research & Development,Manufacturing Director,Single,2.0,0.3055555555470679,3889.4999980552498,2,-0.055469953317593565,0.5897912819721922
31,793,20,3,1135,3,1,67,4,1,4,2791,21981,0,0,12,3,1,1,3,4,3,2,2,2,2,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,Sales,Sales Representative,Married,2.6666666666666665,0.0645161290301769,2790.999997209,1,0.7066870997615395,-1.179570458011592
28,1451,2,1,1136,1,1,67,2,1,2,3201,19911,0,0,17,3,1,0,6,2,1,5,3,0,4,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0,Research & Development,Research Scientist,Married,1.3333333333333333,0.178571428565051,3200.9999967989997,0,-2.0486216869876204,-0.6224694376334433
35,1182,11,2,1137,4,1,54,3,2,4,4968,18500,1,0,11,3,4,1,5,3,3,5,2,0,2,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0,Sales,Sales Executive,Divorced,4.0,0.14285714285306123,2483.999998758,1,2.2433472880193945,-0.5700244848175643
49,174,8,4,1138,4,1,56,2,4,2,13120,11879,6,0,17,3,2,1,22,3,3,9,8,2,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,0,Sales,Sales Executive,Married,2.6666666666666665,0.18367346938400667,3279.99999918,3,-0.4450521426823796,1.2639324708066777
34,1003,2,2,1140,4,1,95,3,2,3,4033,15834,2,0,11,3,4,0,5,3,2,3,2,0,2,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,Research & Development,Manufacturing Director,Single,3.6666666666666665,0.08823529411505192,2016.4999989917499,1,1.2090362883295238,-0.8814375479084093
29,490,10,3,1143,4,0,61,3,1,2,3291,17940,0,0,14,3,4,2,8,2,2,7,5,1,1,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0,Research & Development,Research Scientist,Divorced,3.3333333333333335,0.24137931033650417,3290.999996709,1,0.21531238683884324,-0.4726396784141462
42,188,29,3,1148,2,1,56,1,2,4,4272,9558,4,0,19,3,1,0,16,3,3,1,0,0,0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0,Research & Development,Laboratory Technician,Single,2.3333333333333335,0.023809523808956918,2135.999998932,1,0.3366927452595324,-1.056880798674243
29,718,8,1,1150,2,1,79,2,2,4,5056,17689,1,1,15,3,3,1,10,2,2,10,7,1,2,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0,Research & Development,Manufacturing Director,Married,3.0,0.3448275861950059,2527.9999987359997,1,1.1514992859601627,0.0662688772062211
38,433,1,3,1152,3,1,37,4,1,3,2844,6004,1,0,13,3,4,1,7,2,4,7,6,5,0,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0,Human Resources,Human Resources,Married,3.3333333333333335,0.18421052631094184,2843.9999971559996,1,0.8507810269989559,-0.5833240720117556
28,773,6,3,1154,3,1,39,2,1,3,2703,22088,1,1,14,3,4,1,3,2,3,3,1,0,2,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0,Research & Development,Research Scientist,Divorced,3.3333333333333335,0.10714285713903061,2702.999997297,1,0.823626748511874,-1.0653152468752272
18,247,8,1,1156,3,1,80,3,1,3,1904,13556,1,0,12,3,4,0,0,0,3,0,0,0,0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,1,Research & Development,Laboratory Technician,Single,3.3333333333333335,0.0,1903.999998096,1,0.797852957745689,-1.5308272197269643
33,603,9,4,1157,1,0,77,3,2,1,8224,18385,0,1,17,3,1,0,6,3,3,5,2,0,3,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,1,Sales,Sales Executive,Single,1.0,0.15151515151056016,4111.999997944,0,-3.023426831687258,0.1905021363404579
41,167,12,4,1158,2,1,46,3,1,4,4766,9051,3,1,11,3,1,1,6,4,3,1,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0,Research & Development,Laboratory Technician,Married,2.3333333333333335,0.024390243901844143,4765.9999952339995,1,0.3405464668015903,-0.9827586431721272
31,874,15,3,1160,3,1,72,3,1,3,2610,6233,1,0,12,3,3,1,2,5,2,2,2,2,2,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1,Research & Development,Laboratory Technician,Married,3.0,0.0645161290301769,2609.99999739,1,0.44135353225440277,-1.1787961801701259
37,367,25,2,1161,3,0,52,2,2,4,5731,17171,7,0,13,3,3,2,9,2,3,6,2,1,3,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0,Research & Development,Healthcare Representative,Divorced,3.3333333333333335,0.16216216215777943,2865.49999856725,1,1.5057448046336104,-0.30896765117643965
27,199,6,3,1162,4,1,55,2,1,3,2539,7950,1,0,13,3,3,1,4,0,3,4,2,2,2,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0,Research & Development,Research Scientist,Married,3.3333333333333335,0.14814814814266117,2538.9999974609996,1,0.8288609577748287,-0.9747138893613767
34,1400,9,1,1163,2,0,70,3,2,3,5714,5829,1,0,20,4,1,0,6,3,2,6,5,1,3,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0,Sales,Sales Executive,Married,2.0,0.17647058823010384,2856.9999985715,2,-0.7431027575619867,-0.25248054951574656
35,528,8,4,1164,3,1,100,3,1,3,4323,7108,1,0,17,3,2,0,6,2,1,5,4,1,4,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,0,Human Resources,Human Resources,Single,2.6666666666666665,0.14285714285306123,4322.999995677,1,0.09922335231301399,-0.5604612646925997
29,408,23,1,1165,4,0,45,2,3,1,7336,11162,1,0,13,3,1,1,11,3,1,11,8,3,10,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,1,Sales,Sales Executive,Married,2.0,0.37931034481450654,2445.333332518222,0,-1.86617026775936,0.701468735560373
40,593,9,4,1166,2,0,88,3,3,3,13499,13782,9,0,17,3,3,0,20,3,2,18,7,2,13,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0,Research & Development,Research Director,Single,2.6666666666666665,0.44999999998875007,4499.666665166777,3,0.255482411188084,2.3140635376796155
42,481,12,3,1167,3,1,44,3,4,1,13758,2447,0,1,12,3,2,0,22,2,2,21,9,13,14,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,1,Sales,Sales Executive,Single,2.0,0.4999999999880953,3439.499999140125,3,-1.7509360636478901,2.817143884905473
42,647,4,4,1171,2,1,45,3,2,1,5155,2253,7,0,13,3,4,0,9,3,4,6,4,1,5,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0,Sales,Sales Executive,Single,2.3333333333333335,0.14285714285374151,2577.49999871125,0,-1.5407181467233904,-0.2175045949037291
35,982,1,4,1172,4,1,58,2,1,3,2258,16340,6,0,12,3,2,1,10,2,3,8,0,1,7,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0,Research & Development,Laboratory Technician,Married,3.0,0.22857142856489798,2257.999997742,1,0.47768905506812354,-0.5403596903960567
24,477,24,3,1173,4,1,49,3,1,2,3597,6409,8,0,22,4,4,0,6,2,3,4,3,1,2,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0,Research & Development,Laboratory Technician,Single,3.3333333333333335,0.1666666666597222,3596.999996403,2,0.08853607317769552,-0.8196563766643464
28,1485,12,1,1175,3,0,79,3,1,4,2515,22955,1,1,11,3,4,0,1,4,2,1,1,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1,Research & Development,Laboratory Technician,Married,3.6666666666666665,0.035714285713010205,2514.9999974849998,1,1.8231228329650653,-1.3832374005569184
26,1384,3,4,1177,1,1,82,4,1,4,4420,13421,1,0,22,4,2,1,8,2,3,8,7,0,7,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0,Research & Development,Laboratory Technician,Married,2.3333333333333335,0.3076923076804734,4419.999995579999,2,0.27381968885410457,-0.27551745527959043
30,852,10,3,1179,3,1,72,2,2,3,6578,2706,1,0,18,3,1,1,10,3,3,10,3,1,4,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0,Sales,Sales Executive,Married,2.3333333333333335,0.3333333333222222,3288.9999983555,0,-0.22565149059722153,0.3696153846119004
40,902,26,2,1180,3,0,92,2,2,4,4422,21203,3,1,13,3,4,1,16,3,1,1,1,0,0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0,Research & Development,Research Scientist,Married,3.6666666666666665,0.024999999999375,2210.9999988945,1,1.837999446286329,-1.0971018731428799
35,819,2,3,1182,3,1,44,2,3,2,10274,19588,2,0,18,3,2,1,15,2,4,7,7,6,4,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0,Research & Development,Manufacturing Director,Divorced,2.3333333333333335,0.19999999999428572,3424.666665525111,0,-0.8553152478347538,0.6221693548973781
34,669,1,3,1184,4,1,97,2,2,1,5343,25755,0,0,20,4,3,0,14,3,3,13,9,4,9,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0,Research & Development,Healthcare Representative,Single,2.6666666666666665,0.38235294116522495,2671.4999986642497,2,-1.2282450252327368,0.5541785919967507
35,636,4,4,1185,4,1,47,2,1,4,2376,26537,1,0,13,3,2,1,2,2,4,2,2,2,2,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,0,Research & Development,Laboratory Technician,Married,3.3333333333333335,0.057142857141224496,2375.9999976239997,1,1.4535179329558932,-1.273202971351248
43,1372,9,3,1188,1,0,85,1,2,3,5346,9489,8,0,13,3,2,0,7,2,2,4,3,1,3,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,1,Sales,Sales Executive,Single,2.0,0.09302325581179016,2672.9999986635,0,-0.6493780213898936,-0.49081019582440666
32,862,2,1,1190,3,0,76,3,1,1,2827,14947,1,0,12,3,3,3,1,3,3,1,0,0,0,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,Sales,Sales Representative,Divorced,2.3333333333333335,0.03124999999902344,2826.999997173,0,-1.5914469165490908,-1.142852567737477
56,718,4,4,1191,4,0,92,3,5,1,19943,18575,4,0,13,3,4,1,28,2,3,5,2,4,2,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,0,Research & Development,Manager,Divorced,3.0,0.08928571428411991,3988.59999920228,3,-0.6818014453203164,1.8547860212798497
29,1401,6,1,1192,2,0,54,3,1,4,3131,26342,1,0,13,3,1,1,10,5,3,10,8,0,8,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0,Research & Development,Laboratory Technician,Married,2.3333333333333335,0.3448275861950059,3130.999996869,1,0.3864139823034305,-0.1912035565694086
19,645,9,2,1193,3,1,54,3,1,1,2552,7172,1,0,25,4,3,0,1,4,3,1,1,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,Research & Development,Research Scientist,Single,2.3333333333333335,0.052631578944598335,2551.9999974479997,2,-1.7032148963834053,-1.231419185024442
45,1457,7,3,1195,1,0,83,3,1,3,4477,20100,4,1,19,3,3,1,7,2,2,3,2,0,2,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0,Research & Development,Research Scientist,Married,2.3333333333333335,0.06666666666518518,4476.999995523,0,-0.28763658557989963,-0.7520898330182
37,977,1,3,1196,4,0,56,2,2,4,6474,9961,1,0,13,3,2,1,14,2,2,14,8,3,11,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0,Research & Development,Manufacturing Director,Married,3.3333333333333335,0.37837837836815197,3236.9999983815,1,1.5636496483099778,0.7241853740291987
20,805,3,3,1198,1,1,87,2,1,3,3033,12828,1,0,12,3,1,0,2,2,2,2,2,1,2,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0,Research & Development,Laboratory Technician,Single,1.6666666666666667,0.099999999995,3032.999996967,0,-1.0554831638258373,-1.0525994071130023
44,1097,10,4,1200,3,1,96,3,1,3,2936,10826,1,1,11,3,3,0,6,4,3,6,4,0,2,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1,Research & Development,Research Scientist,Single,3.0,0.1363636363605372,2935.9999970639997,1,0.469951006055818,-0.6690467082056595
53,1223,7,2,1201,4,0,50,3,5,3,18606,18640,3,0,18,3,2,1,26,6,3,7,7,4,7,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0,Research & Development,Manager,Divorced,3.0,0.13207547169562123,3721.19999925576,3,0.5987071321142055,1.797364791454957
29,942,15,1,1202,2,0,69,1,1,4,2168,26933,0,1,18,3,1,1,6,2,2,5,4,1,3,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0,Research & Development,Research Scientist,Married,2.3333333333333335,0.17241379309750296,2167.9999978319997,1,0.3463336535807846,-0.9117403102525734
22,1256,3,4,1203,3,1,48,2,1,4,2853,4223,0,1,11,3,2,1,1,5,3,0,0,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1,Research & Development,Research Scientist,Married,3.0,0.0,2852.9999971469997,1,1.0691777360712476,-1.4163670533870034
46,1402,2,3,1204,3,0,69,3,4,1,17048,24097,8,0,23,4,1,0,28,2,3,26,15,15,9,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0,Sales,Manager,Married,1.6666666666666667,0.5652173912920605,4261.9999989345,3,-2.177359503355809,3.8552126693678908
44,111,17,3,1206,4,1,74,1,1,3,2290,4279,2,0,13,3,4,0,6,3,3,0,0,0,0,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,Research & Development,Research Scientist,Single,3.6666666666666665,0.0,2289.9999977099997,1,1.1758983009323618,-1.488591858399817
33,147,2,3,1207,2,1,99,3,1,3,3600,8429,1,0,13,3,4,1,5,2,3,5,4,1,4,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0,Human Resources,Human Resources,Married,3.0,0.15151515151056016,3599.9999964,1,0.46861732466944017,-0.6846256411222268
41,906,5,2,1210,1,1,95,2,1,1,2107,20293,6,0,17,3,1,1,5,2,1,1,0,0,0,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,1,Research & Development,Research Scientist,Divorced,1.0,0.024390243901844143,2106.999997893,0,-3.097200219355185,-1.188157057309743
30,1329,29,4,1211,3,1,61,3,2,1,4115,13192,8,0,19,3,3,3,8,3,3,4,3,0,3,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0,Sales,Sales Executive,Divorced,2.3333333333333335,0.1333333333288889,2057.49999897125,0,-1.5618584095196137,-0.6039686636295972
40,1184,2,4,1212,2,1,62,3,2,2,4327,25440,5,0,12,3,4,3,5,2,3,0,0,0,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0,Sales,Sales Executive,Married,2.6666666666666665,0.0,2163.4999989182497,0,-0.5722690675781047,-1.0922903031969804
50,1421,2,3,1215,4,0,30,3,4,1,17856,9490,2,0,22,4,3,1,32,3,3,2,2,2,2,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0,Research & Development,Manager,Married,2.6666666666666665,0.0399999999992,4463.999998884,2,-1.2022798210647165,1.1643939493690079
28,1179,19,4,1216,4,1,78,2,1,1,3196,12449,1,0,12,3,3,3,6,2,3,6,5,3,3,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0,Research & Development,Laboratory Technician,Married,2.6666666666666665,0.21428571427806123,3195.9999968039997,0,-1.1809662792778626,-0.5271244049378404
46,1450,15,2,1217,4,1,52,3,5,2,19081,10849,5,0,11,3,1,1,25,2,3,4,2,0,3,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0,Research & Development,Research Director,Married,2.3333333333333335,0.08695652173724008,3816.19999923676,3,-0.8061520970361461,1.597988203408647
35,1361,17,4,1218,3,1,94,3,2,1,8966,21026,3,1,15,3,4,3,15,2,3,7,7,1,7,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0,Sales,Sales Executive,Married,2.6666666666666665,0.19999999999428572,4482.999997758499,0,-1.129440605175695,0.4538430876965677
24,984,17,2,1219,4,0,97,3,1,2,2210,3372,1,0,13,3,1,1,1,3,1,1,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1,Research & Development,Laboratory Technician,Married,2.3333333333333335,0.04166666666493055,2209.9999977899997,0,-0.9573044558670145,-1.2790445856981627
33,1146,25,3,1220,2,0,82,3,2,3,4539,4905,1,0,12,3,1,1,10,3,2,10,7,0,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0,Sales,Sales Executive,Married,2.0,0.30303030302112033,2269.49999886525,0,-0.6165919789438578,0.07935588756613474
36,917,6,4,1221,3,1,60,1,1,3,2741,6865,1,0,14,3,3,1,7,4,3,7,7,1,7,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0,Research & Development,Laboratory Technician,Divorced,3.0,0.19444444443904324,2740.999997259,1,0.4749433825904249,-0.5830967410168405
30,853,7,4,1224,3,1,49,3,2,3,3491,11309,1,0,13,3,1,3,10,4,2,10,7,8,9,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0,Research & Development,Laboratory Technician,Divorced,2.3333333333333335,0.3333333333222222,1745.49999912725,0,-0.24973334970720643,-0.09357306485172648
44,200,29,4,1225,4,1,32,3,2,4,4541,7744,1,0,25,4,2,0,20,3,3,20,11,13,17,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,0,Research & Development,Research Scientist,Single,3.3333333333333335,0.454545454535124,2270.49999886475,2,1.4780290124757656,1.0780966734681987
20,654,21,3,1226,3,1,43,4,1,4,2678,5050,1,0,17,3,4,0,2,2,3,2,1,2,2,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,Sales,Sales Representative,Single,3.6666666666666665,0.099999999995,2677.9999973219997,1,1.830907987459301,-1.2435713773564445
46,150,2,4,1228,4,1,60,3,2,4,7379,17433,2,0,11,3,3,1,12,3,2,6,3,1,4,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,0,Research & Development,Manufacturing Director,Divorced,3.6666666666666665,0.1304347826058601,3689.49999815525,1,1.8936350801807629,-0.07737569016574951
42,179,2,5,1231,4,1,79,4,2,1,6272,12858,7,0,16,3,1,1,10,3,4,4,3,0,3,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0,Human Resources,Human Resources,Married,2.0,0.09523809523582767,3135.9999984319998,0,-1.920065667926018,-0.2646399734549617
